attempt_idx,phase,idx_within_phase,attempt_pid,wall_clock_ns,gpu_t_start_raw,gpu_t_end_raw,gpu_delta_raw,cpu_encode_ns,cpu_commit_ns,cpu_wait_ns,cpu_total_ns
3,calibration,3,30310,28286810262416,28286810329750,28286810350958,21208,11291,2542,127208,141041
3,calibration,4,30310,28286810430708,28286810493791,28286810500208,6417,15750,4500,94250,114500
3,calibration,5,30310,28286810558958,28286810627500,28286810633625,6125,8916,3250,108375,120541
3,calibration,6,30310,28286810690625,28286810755083,28286810761625,6542,7625,2834,107833,118292
3,calibration,7,30310,28286810821250,28286810884875,28286810891375,6500,7292,2791,107542,117625
3,calibration,8,30310,28286810949458,28286811012916,28286811019166,6250,7125,2458,110250,119833
3,calibration,9,30310,28286811079250,28286811143416,28286811149541,6125,6792,2625,108875,118292
3,measured,0,30310,28286815253125,28286815315750,28286815322416,6666,5459,1916,107750,115125
3,measured,1,30310,28286819357208,28286819428958,28286819435708,6750,7042,2583,128458,138083
3,measured,2,30310,28286823864250,28286823928416,28286823934791,6375,6833,2209,116083,125125
3,measured,3,30310,28286827998375,28286828060750,28286828067083,6333,6167,1958,109125,117250
3,measured,4,30310,28286832049750,28286832112833,28286832119375,6542,7833,2375,139584,149792
3,measured,5,30310,28286836274416,28286836336750,28286836343125,6375,7208,1917,109416,118541
3,measured,6,30310,28286840255958,28286840323000,28286840329458,6458,10083,2542,106416,119041
3,measured,7,30310,28286844471000,28286844535458,28286844541666,6208,5792,2000,109958,117750
3,measured,8,30310,28286848467541,28286848529166,28286848535916,6750,5791,1792,109542,117125
3,measured,9,30310,28286852529625,28286852590583,28286852597000,6417,5500,1917,107291,114708
3,measured,10,30310,28286856610708,28286856674875,28286856681208,6333,7292,2375,110375,120042
3,measured,11,30310,28286860359125,28286860410625,28286860416833,6208,7208,2292,88625,98125
3,measured,12,30310,28286863922666,28286863971125,28286863977750,6625,6292,1875,86125,94292
3,measured,13,30310,28286867788000,28286867841833,28286867848291,6458,8166,2125,84292,94583
3,measured,14,30310,28286871418166,28286871476166,28286871482458,6292,9167,5667,93541,108375
