# IOReport telemetry  interval=250ms  csv=/Users/vanreece/dev/metal_ml_lab/experiments/016-matmul-discrimination/raw/20260429T213959.csv  states_csv=/Users/vanreece/dev/metal_ml_lab/experiments/016-matmul-discrimination/raw/20260429T213959-states.csv
# Ctrl-C to stop
# time        gpu mW    cpu mW    ane mW   dram mW   amcc mW    dcs mW    afr mW   disp mW    isp mW    ave mW  gpu_sram mW
  21:47:01    183 mW   1593 mW      0 mW    568 mW   1029 mW    779 mW     18 mW    277 mW      4 mW      4 mW      0 mW
  21:47:01    559 mW   1492 mW      0 mW    494 mW    908 mW    664 mW     22 mW    209 mW      4 mW      4 mW      0 mW
  21:47:01   5117 mW   3230 mW      0 mW   1046 mW   1998 mW   1747 mW    107 mW    361 mW      5 mW      2 mW      0 mW
  21:47:02   6810 mW   3096 mW      0 mW    867 mW   1728 mW   1622 mW    143 mW    280 mW      2 mW      5 mW      0 mW
  21:47:02    995 mW   2164 mW      0 mW    617 mW   1155 mW    971 mW     56 mW    247 mW      4 mW      4 mW      0 mW
  21:47:03    144 mW   1841 mW      0 mW    623 mW   1086 mW    864 mW     18 mW    293 mW      4 mW      4 mW      0 mW
  21:47:03   1170 mW   2663 mW      0 mW    797 mW   1457 mW   1530 mW     71 mW    219 mW      5 mW      2 mW      0 mW
  21:47:04   1029 mW   3629 mW      0 mW    947 mW   1764 mW   1828 mW    108 mW    346 mW      2 mW      5 mW      0 mW
  21:47:04    222 mW   1592 mW      0 mW    481 mW    970 mW    750 mW     19 mW    169 mW      4 mW      4 mW      0 mW
  21:47:05    242 mW   1611 mW      0 mW    532 mW    941 mW    668 mW     22 mW    311 mW      4 mW      4 mW      0 mW
  21:47:05   1587 mW   3360 mW      0 mW    873 mW   1712 mW   1786 mW     96 mW    210 mW      4 mW      4 mW      0 mW
  21:47:06    899 mW   2545 mW      0 mW    662 mW   1219 mW   1041 mW     86 mW    291 mW      2 mW      2 mW      0 mW
  21:47:06    119 mW   1444 mW      0 mW    484 mW    951 mW    652 mW     13 mW    228 mW      4 mW      4 mW      0 mW
  21:47:06    912 mW   2511 mW      0 mW    778 mW   1369 mW   1278 mW     54 mW    312 mW      5 mW      5 mW      0 mW
  21:47:07   1152 mW   3821 mW      0 mW    917 mW   1742 mW   1848 mW    110 mW    305 mW      4 mW      4 mW      0 mW
  21:47:07    591 mW   1695 mW      0 mW    551 mW   1060 mW    888 mW     41 mW    215 mW      4 mW      4 mW      0 mW
  21:47:08    781 mW   1697 mW      0 mW    620 mW   1127 mW    840 mW     61 mW    326 mW      4 mW      2 mW      0 mW
  21:47:08   1701 mW   3574 mW      0 mW    965 mW   1717 mW   1757 mW     93 mW    209 mW      2 mW      4 mW      0 mW
  21:47:09   1317 mW   2942 mW      0 mW    753 mW   1376 mW   1237 mW    107 mW    316 mW      4 mW      4 mW      0 mW
  21:47:09    420 mW   1509 mW      0 mW    459 mW    922 mW    638 mW     32 mW    169 mW      4 mW      4 mW      0 mW
  21:47:10    982 mW   2142 mW      0 mW    742 mW   1416 mW   1187 mW     61 mW    353 mW      4 mW      4 mW      0 mW
  21:47:10   2235 mW   3897 mW      0 mW    921 mW   1780 mW   1952 mW    105 mW    212 mW      4 mW      4 mW      0 mW
  21:47:10    414 mW   2227 mW      0 mW    626 mW   1171 mW    956 mW     45 mW    321 mW      2 mW      2 mW      0 mW
  21:47:11    305 mW   1519 mW      0 mW    504 mW    961 mW    678 mW     28 mW    234 mW      4 mW      4 mW      0 mW
  21:47:11   3698 mW   2616 mW      0 mW    873 mW   1604 mW   1638 mW     98 mW    306 mW      5 mW      5 mW      0 mW
  21:47:12   4879 mW   3640 mW      0 mW    990 mW   1867 mW   2011 mW    158 mW    344 mW      5 mW      5 mW      0 mW
  21:47:12    137 mW   1958 mW      0 mW    505 mW   1038 mW    785 mW     16 mW    229 mW      4 mW      2 mW      0 mW
  21:47:13    201 mW   1577 mW      0 mW    529 mW    925 mW    668 mW     20 mW    316 mW      2 mW      4 mW      0 mW
  21:47:13   5447 mW   1992 mW      0 mW    648 mW   1384 mW   1194 mW     75 mW    233 mW      5 mW      5 mW      0 mW
  21:47:14  11069 mW   2959 mW      0 mW    957 mW   1866 mW   1826 mW    156 mW    359 mW      5 mW      5 mW      0 mW
  21:47:14   8954 mW   2724 mW      0 mW    832 mW   1715 mW   1715 mW    131 mW    206 mW      5 mW      5 mW      0 mW
  21:47:15    990 mW   2217 mW      0 mW    675 mW   1238 mW   1073 mW     54 mW    308 mW      2 mW      2 mW      0 mW
  21:47:15    110 mW   1479 mW      0 mW    503 mW    927 mW    735 mW     13 mW    256 mW      4 mW      4 mW      0 mW
  21:47:15  14192 mW   2015 mW      0 mW    788 mW   1595 mW   1424 mW    112 mW    313 mW      5 mW      5 mW      0 mW
  21:47:16  17697 mW   2280 mW      0 mW    838 mW   1796 mW   1543 mW    160 mW    336 mW      5 mW      5 mW      0 mW
  21:47:16  16508 mW   2146 mW      0 mW    752 mW   1676 mW   1406 mW    148 mW    229 mW      5 mW      2 mW      0 mW
  21:47:17  19041 mW   2450 mW      0 mW    897 mW   1853 mW   1623 mW    170 mW    363 mW      2 mW      5 mW      0 mW
  21:47:17  17257 mW   2084 mW      0 mW    735 mW   1661 mW   1453 mW    154 mW    188 mW      5 mW      5 mW      0 mW
  21:47:18  17760 mW   2338 mW      0 mW    903 mW   1886 mW   1679 mW    169 mW    362 mW      5 mW      5 mW      0 mW
  21:47:18    168 mW   3537 mW      0 mW    953 mW   1840 mW   1776 mW     30 mW    227 mW      2 mW      2 mW      0 mW
  21:47:18    255 mW   4607 mW      0 mW   1175 mW   2132 mW   2074 mW     23 mW    313 mW      4 mW      4 mW      0 mW
  21:47:19   1536 mW   6041 mW      0 mW   1086 mW   2086 mW   2086 mW     99 mW    300 mW      5 mW      5 mW      0 mW
  21:47:19   1057 mW   3151 mW      0 mW    803 mW   1529 mW   1502 mW    104 mW    271 mW      5 mW      5 mW      0 mW
  21:47:20    150 mW   2083 mW      0 mW    642 mW   1057 mW    931 mW     18 mW    312 mW      4 mW      4 mW      0 mW
  21:47:20    286 mW   1660 mW      0 mW    505 mW    931 mW    780 mW     16 mW    184 mW      4 mW      2 mW      0 mW
  21:47:21   1907 mW   3722 mW      0 mW    997 mW   1880 mW   1963 mW    118 mW    360 mW      2 mW      5 mW      0 mW
  21:47:21    743 mW   2387 mW      0 mW    527 mW   1068 mW    910 mW     68 mW    171 mW      4 mW      4 mW      0 mW
  21:47:22    190 mW   1608 mW      0 mW    586 mW   1071 mW    821 mW     19 mW    316 mW      4 mW      4 mW      0 mW
  21:47:22    965 mW   2471 mW      0 mW    733 mW   1464 mW   1445 mW     47 mW    201 mW      5 mW      5 mW      0 mW
  21:47:22   2147 mW   3932 mW      0 mW   1019 mW   1896 mW   1999 mW    147 mW    348 mW      5 mW      2 mW      0 mW
  21:47:23    143 mW   1911 mW      0 mW    587 mW   1132 mW    927 mW     21 mW    258 mW      2 mW      5 mW      0 mW
  21:47:23    190 mW   1559 mW      0 mW    486 mW    841 mW    629 mW     18 mW    223 mW      4 mW      4 mW      0 mW
  21:47:24   2669 mW   2962 mW      0 mW    929 mW   1653 mW   1779 mW    105 mW    337 mW      5 mW      5 mW      0 mW
  21:47:24   2657 mW   3622 mW      0 mW    933 mW   1786 mW   1922 mW    148 mW    230 mW      2 mW      2 mW      0 mW
  21:47:25    300 mW   1743 mW      0 mW    599 mW   1140 mW    891 mW     29 mW    313 mW      4 mW      4 mW      0 mW
  21:47:25    133 mW   1516 mW      0 mW    455 mW    829 mW    674 mW     11 mW    184 mW      4 mW      4 mW      0 mW
  21:47:26   3054 mW   2620 mW      0 mW    906 mW   1660 mW   1701 mW     90 mW    348 mW      5 mW      5 mW      0 mW
  21:47:26   4485 mW   3667 mW      0 mW    971 mW   1876 mW   2050 mW    158 mW    230 mW      5 mW      2 mW      0 mW
  21:47:26    233 mW   1919 mW      0 mW    570 mW   1085 mW    865 mW     31 mW    271 mW      2 mW      4 mW      0 mW
  21:47:27    140 mW   1549 mW      0 mW    513 mW    928 mW    712 mW     13 mW    259 mW      4 mW      4 mW      0 mW
  21:47:27   6660 mW   2146 mW      0 mW    734 mW   1524 mW   1349 mW     91 mW    282 mW      5 mW      5 mW      0 mW
  21:47:28   8654 mW   2925 mW      0 mW    893 mW   1805 mW   1728 mW    144 mW    351 mW      5 mW      2 mW      0 mW
  21:47:28   9756 mW   2720 mW      0 mW    785 mW   1646 mW   1617 mW    143 mW    200 mW      2 mW      5 mW      0 mW
  21:47:29   2065 mW   2122 mW      0 mW    645 mW   1201 mW   1051 mW     64 mW    321 mW      4 mW      4 mW      0 mW
  21:47:29    113 mW   1452 mW      0 mW    448 mW    870 mW    644 mW     11 mW    194 mW      4 mW      4 mW      0 mW
  21:47:30  11894 mW   1970 mW      0 mW    809 mW   1627 mW   1388 mW    106 mW    362 mW      5 mW      5 mW      0 mW
  21:47:30  17886 mW   2246 mW      0 mW    793 mW   1707 mW   1504 mW    156 mW    246 mW      2 mW      2 mW      0 mW
  21:47:30  15581 mW   2232 mW      0 mW    839 mW   1804 mW   1525 mW    147 mW    312 mW      5 mW      5 mW      0 mW
  21:47:31  17791 mW   2275 mW      0 mW    835 mW   1784 mW   1552 mW    164 mW    330 mW      5 mW      5 mW      0 mW
  21:47:31  16068 mW   2063 mW      0 mW    771 mW   1706 mW   1477 mW    152 mW    212 mW      5 mW      2 mW      0 mW
  21:47:32  19076 mW   2416 mW      0 mW    889 mW   1873 mW   1619 mW    172 mW    365 mW      2 mW      5 mW      0 mW
  21:47:32   3144 mW   1890 mW      0 mW    470 mW    999 mW    801 mW     50 mW    161 mW      4 mW      4 mW      0 mW
  21:47:33    213 mW   1644 mW      0 mW    553 mW    978 mW    728 mW     20 mW    281 mW      4 mW      4 mW      0 mW
  21:47:33  22868 mW   1666 mW      0 mW    745 mW   1441 mW   1462 mW    113 mW    204 mW      5 mW      2 mW      0 mW
  21:47:33  39073 mW   1831 mW      0 mW   1014 mW   1882 mW   2008 mW    241 mW    346 mW      2 mW      5 mW      0 mW
  21:47:34  26827 mW   1824 mW      0 mW    911 mW   1790 mW   1774 mW    233 mW    293 mW      5 mW      5 mW      0 mW
  21:47:34  20853 mW   2029 mW      0 mW    870 mW   1788 mW   1593 mW    209 mW    269 mW      5 mW      5 mW      0 mW
  21:47:35  19113 mW   1898 mW      0 mW    871 mW   1782 mW   1561 mW    199 mW    342 mW      5 mW      2 mW      0 mW
  21:47:35  20170 mW   1958 mW      0 mW    831 mW   1800 mW   1574 mW    202 mW    219 mW      2 mW      5 mW      0 mW
  21:47:36  19812 mW   2031 mW      0 mW    878 mW   1799 mW   1575 mW    203 mW    349 mW      5 mW      5 mW      0 mW
  21:47:36  19603 mW   1843 mW      0 mW    757 mW   1665 mW   1476 mW    192 mW    203 mW      5 mW      5 mW      0 mW
  21:47:37  20564 mW   1870 mW      0 mW    887 mW   1775 mW   1578 mW    209 mW    346 mW      4 mW      2 mW      0 mW
  21:47:37  21822 mW   1942 mW      0 mW    855 mW   1791 mW   1625 mW    218 mW    286 mW      2 mW      5 mW      0 mW
  21:47:37  21210 mW   1806 mW      0 mW    858 mW   1751 mW   1573 mW    217 mW    280 mW      5 mW      5 mW      0 mW
  21:47:38  20254 mW   1914 mW      0 mW    912 mW   1819 mW   1646 mW    230 mW    351 mW      5 mW      5 mW      0 mW
  21:47:38    167 mW   1725 mW      0 mW    515 mW    984 mW    713 mW     13 mW    169 mW      2 mW      2 mW      0 mW
  21:47:39    221 mW   1633 mW      0 mW    559 mW    977 mW    727 mW     22 mW    307 mW      4 mW      4 mW      0 mW
  21:47:39   2048 mW   3043 mW      0 mW    839 mW   1613 mW   1699 mW    130 mW    227 mW      5 mW      5 mW      0 mW
  21:47:40   1645 mW   3427 mW      0 mW    942 mW   1753 mW   1787 mW    157 mW    348 mW      5 mW      5 mW      0 mW
  21:47:40    121 mW   1656 mW      0 mW    498 mW   1016 mW    788 mW     11 mW    220 mW      5 mW      2 mW      0 mW
  21:47:40    250 mW   2016 mW      0 mW    605 mW   1126 mW    823 mW     22 mW    285 mW      2 mW      4 mW      0 mW
  21:47:41   2950 mW   3105 mW      0 mW    894 mW   1700 mW   1788 mW    149 mW    276 mW      5 mW      5 mW      0 mW
  21:47:41   1747 mW   3315 mW      0 mW    904 mW   1730 mW   1810 mW    152 mW    260 mW      5 mW      5 mW      0 mW
  21:47:42    190 mW   1790 mW      0 mW    589 mW   1095 mW    854 mW     20 mW    294 mW      4 mW      2 mW      0 mW
  21:47:42    155 mW   1576 mW      0 mW    435 mW    834 mW    613 mW     11 mW    172 mW      2 mW      4 mW      0 mW
  21:47:43   3671 mW   2787 mW      0 mW    924 mW   1781 mW   1678 mW    131 mW    358 mW      5 mW      5 mW      0 mW
  21:47:43   4488 mW   3348 mW      0 mW    916 mW   1763 mW   1889 mW    202 mW    195 mW      5 mW      5 mW      0 mW
  21:47:44    809 mW   2038 mW      0 mW    628 mW   1163 mW    933 mW     78 mW    321 mW      4 mW      2 mW      0 mW
  21:47:44    422 mW   1481 mW      0 mW    474 mW    944 mW    645 mW     36 mW    227 mW      2 mW      4 mW      0 mW
  21:47:44   4735 mW   2259 mW      0 mW    792 mW   1635 mW   1364 mW    125 mW    320 mW      4 mW      4 mW      0 mW
  21:47:45   7459 mW   3138 mW      0 mW    894 mW   1786 mW   1795 mW    209 mW    303 mW      5 mW      5 mW      0 mW
  21:47:45   3097 mW   2421 mW      0 mW    648 mW   1249 mW   1086 mW    134 mW    242 mW      4 mW      4 mW      0 mW
  21:47:46    237 mW   1573 mW      0 mW    534 mW   1007 mW    703 mW     28 mW    325 mW      4 mW      2 mW      0 mW
  21:47:46   3349 mW   1781 mW      0 mW    574 mW   1207 mW    912 mW     55 mW    200 mW      2 mW      5 mW      0 mW
  21:47:47   9597 mW   2619 mW      0 mW    852 mW   1769 mW   1593 mW    189 mW    349 mW      5 mW      5 mW      0 mW
  21:47:47  11019 mW   2837 mW      0 mW    862 mW   1784 mW   1796 mW    204 mW    209 mW      5 mW      5 mW      0 mW
  21:47:48   3791 mW   2406 mW      0 mW    760 mW   1455 mW   1379 mW    107 mW    331 mW      4 mW      4 mW      0 mW
  21:47:48    233 mW   1459 mW      0 mW    471 mW    823 mW    626 mW     17 mW    221 mW      4 mW      2 mW      0 mW
  21:47:49   1569 mW   1553 mW      0 mW    573 mW   1126 mW    735 mW     58 mW    285 mW      2 mW      4 mW      0 mW
  21:47:49  15841 mW   2038 mW      0 mW    807 mW   1846 mW   1513 mW    161 mW    285 mW      5 mW      5 mW      0 mW
  21:47:49  20691 mW   2391 mW      0 mW    884 mW   1838 mW   1698 mW    229 mW    287 mW      5 mW      5 mW      0 mW
  21:47:50  19559 mW   2462 mW      0 mW    859 mW   1834 mW   1598 mW    200 mW    355 mW      5 mW      5 mW      0 mW
  21:47:50  17645 mW   2193 mW      0 mW    778 mW   1711 mW   1497 mW    181 mW    226 mW      2 mW      2 mW      0 mW
  21:47:51  16637 mW   2288 mW      0 mW    813 mW   1729 mW   1484 mW    177 mW    335 mW      5 mW      5 mW      0 mW
  21:47:51   8175 mW   2054 mW      0 mW    586 mW   1252 mW   1060 mW    111 mW    216 mW      4 mW      4 mW      0 mW
  21:47:52    193 mW   1530 mW      0 mW    531 mW    942 mW    758 mW     19 mW    298 mW      4 mW      4 mW      0 mW
  21:47:52  11103 mW   1514 mW      0 mW    579 mW   1134 mW   1011 mW     58 mW    229 mW      4 mW      2 mW      0 mW
  21:47:52  41824 mW   1783 mW      0 mW   1027 mW   1936 mW   2068 mW    257 mW    352 mW      2 mW      5 mW      0 mW
  21:47:53  41197 mW   1876 mW      0 mW    941 mW   1828 mW   1967 mW    255 mW    289 mW      5 mW      5 mW      0 mW
  21:47:53  41764 mW   1893 mW      0 mW    967 mW   1840 mW   1987 mW    260 mW    288 mW      5 mW      5 mW      0 mW
  21:47:54  42106 mW   1847 mW      0 mW    981 mW   1868 mW   1984 mW    268 mW    351 mW      5 mW      2 mW      0 mW
  21:47:54  40078 mW   1832 mW      0 mW    926 mW   1750 mW   1926 mW    260 mW    237 mW      2 mW      5 mW      0 mW
  21:47:55  43726 mW   2001 mW      0 mW   1033 mW   1906 mW   2049 mW    278 mW    362 mW      5 mW      5 mW      0 mW
  21:47:55  39270 mW   1844 mW      0 mW    863 mW   1706 mW   1855 mW    254 mW    202 mW      5 mW      5 mW      0 mW
  21:47:55  43431 mW   1983 mW      0 mW   1051 mW   1943 mW   2068 mW    290 mW    364 mW      5 mW      2 mW      0 mW
  21:47:56  40975 mW   2082 mW      0 mW    929 mW   1779 mW   1918 mW    266 mW    268 mW      7 mW      5 mW      0 mW
  21:47:56  41064 mW   1750 mW      0 mW    932 mW   1852 mW   1990 mW    268 mW    273 mW      7 mW      5 mW      0 mW
  21:47:57  43665 mW   2045 mW      0 mW   1020 mW   2031 mW   2161 mW    295 mW    364 mW      7 mW      7 mW      0 mW
  21:47:57   6273 mW   1727 mW      0 mW    497 mW   1044 mW    832 mW     73 mW    156 mW      6 mW      4 mW      0 mW
  21:47:58    257 mW   1624 mW      0 mW    555 mW    979 mW    671 mW     24 mW    294 mW      4 mW      4 mW      0 mW
  21:47:58  24931 mW   1704 mW      0 mW    749 mW   1384 mW   1441 mW    119 mW    190 mW      5 mW      2 mW      0 mW
  21:47:59  49380 mW   1783 mW      0 mW   1055 mW   1973 mW   2112 mW    280 mW    364 mW      7 mW      7 mW      0 mW
  21:47:59  48964 mW   1873 mW      0 mW    933 mW   1892 mW   2057 mW    268 mW    219 mW      7 mW      7 mW      0 mW
  21:47:59  46994 mW   1811 mW      0 mW    990 mW   1878 mW   2005 mW    280 mW    318 mW      7 mW      7 mW      0 mW
  21:48:00  50669 mW   1781 mW      0 mW   1025 mW   2001 mW   2151 mW    295 mW    312 mW      7 mW      7 mW      0 mW
  21:48:00  47899 mW   1739 mW      0 mW    962 mW   1888 mW   2024 mW    282 mW    246 mW      7 mW      7 mW      0 mW
  21:48:01  51172 mW   1945 mW      0 mW   1063 mW   2044 mW   2188 mW    307 mW    373 mW      7 mW      7 mW      0 mW
  21:48:01  47259 mW   1834 mW      0 mW    897 mW   1786 mW   1960 mW    279 mW    227 mW      7 mW      7 mW      0 mW
  21:48:02  50813 mW   1981 mW      0 mW   1060 mW   2000 mW   2145 mW    308 mW    385 mW      7 mW      7 mW      0 mW
  21:48:02  48042 mW   1935 mW      0 mW    932 mW   1868 mW   2013 mW    285 mW    232 mW      7 mW      7 mW      0 mW
  21:48:02  49171 mW   2323 mW      0 mW   1099 mW   2026 mW   2151 mW    311 mW    381 mW      9 mW      7 mW      0 mW
  21:48:03  43495 mW   5113 mW      0 mW   1356 mW   2209 mW   2200 mW    295 mW    304 mW      5 mW      7 mW      0 mW
  21:48:03    733 mW   4146 mW      0 mW   1097 mW   2161 mW   2025 mW     70 mW    280 mW      9 mW      6 mW      0 mW
  21:48:04    275 mW   4315 mW      0 mW   1172 mW   2244 mW   2152 mW     32 mW    362 mW      6 mW      6 mW      0 mW
  21:48:04   4338 mW   2494 mW      0 mW    920 mW   1890 mW   1801 mW    262 mW    281 mW      7 mW      9 mW      0 mW
  21:48:05   6143 mW   4106 mW      0 mW   1162 mW   2026 mW   1934 mW    429 mW    359 mW      7 mW      5 mW      0 mW
  21:48:05   1845 mW   2334 mW      0 mW    629 mW   1291 mW   1078 mW    208 mW    217 mW      7 mW      9 mW      0 mW
  21:48:06    234 mW   1604 mW      0 mW    572 mW    975 mW    741 mW     22 mW    307 mW      7 mW      4 mW      0 mW
  21:48:06   2619 mW   1783 mW      0 mW    615 mW   1313 mW    976 mW    127 mW    215 mW      7 mW      7 mW      0 mW
  21:48:07   8271 mW   2705 mW      0 mW    941 mW   1932 mW   1751 mW    527 mW    361 mW      9 mW      4 mW      0 mW
  21:48:07   8479 mW   2856 mW      0 mW    883 mW   1886 mW   1717 mW    537 mW    300 mW      7 mW      7 mW      0 mW
  21:48:07    260 mW   1973 mW      0 mW    598 mW   1172 mW    897 mW     85 mW    268 mW      7 mW      4 mW      0 mW
  21:48:08    256 mW   1596 mW      0 mW    630 mW    986 mW    845 mW     26 mW    304 mW      7 mW      4 mW      0 mW
  21:48:08   7819 mW   2005 mW      0 mW    812 mW   1512 mW   1419 mW    379 mW    235 mW      7 mW      5 mW      0 mW
  21:48:09   9855 mW   2655 mW      0 mW    951 mW   1846 mW   1618 mW    609 mW    359 mW      7 mW      5 mW      0 mW
  21:48:09   9410 mW   2301 mW      0 mW    822 mW   1688 mW   1519 mW    556 mW    193 mW      7 mW      2 mW      0 mW
  21:48:10  10469 mW   2580 mW      0 mW    955 mW   1879 mW   1678 mW    627 mW    364 mW      7 mW      5 mW      0 mW
  21:48:10    190 mW   1961 mW      0 mW    530 mW   1029 mW    779 mW     79 mW    200 mW      7 mW      4 mW      0 mW
  21:48:10    227 mW   1662 mW      0 mW    556 mW    973 mW    673 mW     22 mW    289 mW      7 mW      4 mW      0 mW
  21:48:11   9472 mW   1894 mW      0 mW    775 mW   1532 mW   1299 mW    433 mW    312 mW      5 mW      5 mW      0 mW
  21:48:11  14244 mW   2281 mW      0 mW    905 mW   1826 mW   1590 mW    796 mW    295 mW      7 mW      2 mW      0 mW
  21:48:12  12971 mW   2361 mW      0 mW    869 mW   1748 mW   1487 mW    738 mW    333 mW      7 mW      5 mW      0 mW
  21:48:12  15020 mW   2473 mW      0 mW    849 mW   1753 mW   1574 mW    817 mW    245 mW      7 mW      5 mW      0 mW
  21:48:13  14324 mW   2417 mW      0 mW    951 mW   1907 mW   1683 mW    788 mW    361 mW      9 mW      5 mW      0 mW
  21:48:13   2519 mW   1887 mW      0 mW    502 mW   1006 mW    783 mW    227 mW    184 mW      4 mW      2 mW      0 mW
  21:48:14    291 mW   1678 mW      0 mW    630 mW   1037 mW    819 mW     29 mW    324 mW      4 mW      4 mW      0 mW
  21:48:14   9095 mW   1843 mW      0 mW    708 mW   1444 mW   1128 mW    450 mW    218 mW      5 mW      5 mW      0 mW
  21:48:14  17800 mW   2143 mW      0 mW    924 mW   1852 mW   1643 mW   1036 mW    317 mW      5 mW      5 mW      0 mW
  21:48:15  15404 mW   2026 mW      0 mW    861 mW   1731 mW   1565 mW    983 mW    313 mW      5 mW      2 mW      0 mW
  21:48:15  17394 mW   2011 mW      0 mW    876 mW   1807 mW   1611 mW   1016 mW    233 mW      7 mW      5 mW      0 mW
  21:48:16  18193 mW   2171 mW      0 mW    913 mW   1785 mW   1646 mW   1066 mW    337 mW      7 mW      4 mW      0 mW
  21:48:16  21765 mW   2162 mW      0 mW    905 mW   1822 mW   1745 mW   1209 mW    238 mW      7 mW      5 mW      0 mW
  21:48:17  18465 mW   2211 mW      0 mW    936 mW   1891 mW   1676 mW   1114 mW    362 mW      7 mW      5 mW      0 mW
  21:48:17   5758 mW   1855 mW      0 mW    524 mW   1046 mW    864 mW    416 mW    197 mW      4 mW      2 mW      0 mW
  21:48:18    223 mW   1624 mW      0 mW    578 mW   1030 mW    718 mW     22 mW    296 mW      4 mW      4 mW      0 mW
  21:48:18  13372 mW   1527 mW      0 mW    655 mW   1259 mW   1153 mW    484 mW    234 mW      4 mW      4 mW      0 mW
  21:48:18  38055 mW   1793 mW      0 mW   1076 mW   1969 mW   2101 mW   1763 mW    322 mW      5 mW      5 mW      0 mW
  21:48:19  36217 mW   1825 mW      0 mW   1020 mW   1851 mW   1990 mW   1671 mW    327 mW      7 mW      2 mW      0 mW
  21:48:19  29748 mW   1812 mW      0 mW   1002 mW   1894 mW   2050 mW   1637 mW    220 mW      7 mW      5 mW      0 mW
  21:48:20  25045 mW   2077 mW      0 mW   1042 mW   1964 mW   2075 mW   1562 mW    351 mW      7 mW      5 mW      0 mW
  21:48:20  23469 mW   1873 mW      0 mW    900 mW   1772 mW   1815 mW   1529 mW    209 mW      7 mW      5 mW      0 mW
  21:48:21  22882 mW   1816 mW      0 mW    990 mW   1861 mW   1920 mW   1500 mW    340 mW      7 mW      2 mW      0 mW
  21:48:21  23965 mW   1866 mW      0 mW    932 mW   1850 mW   1916 mW   1551 mW    240 mW      7 mW      5 mW      0 mW
  21:48:21  24463 mW   1941 mW      0 mW   1036 mW   1989 mW   2065 mW   1565 mW    319 mW      7 mW      5 mW      0 mW
  21:48:22  25242 mW   2548 mW      0 mW   1034 mW   2109 mW   2059 mW   1582 mW    322 mW      7 mW      7 mW      0 mW
  21:48:22  23271 mW   1822 mW      0 mW    944 mW   1946 mW   1950 mW   1483 mW    228 mW      7 mW      5 mW      0 mW
  21:48:23  25365 mW   2005 mW      0 mW   1079 mW   2154 mW   2151 mW   1622 mW    362 mW      9 mW      5 mW      0 mW
  21:48:23   2317 mW   2619 mW      0 mW    783 mW   1494 mW   1329 mW    255 mW    192 mW      4 mW      4 mW      0 mW
  21:48:24    310 mW   5091 mW      0 mW   1305 mW   2241 mW   2124 mW     31 mW    348 mW      9 mW      7 mW      0 mW
  21:48:24  22356 mW   4405 mW      0 mW   1127 mW   2101 mW   2076 mW    930 mW    224 mW      7 mW      5 mW      0 mW
  21:48:24  40284 mW   1809 mW      0 mW   1079 mW   1990 mW   2124 mW   1854 mW    353 mW      7 mW      7 mW      0 mW
  21:48:25  35571 mW   1762 mW      0 mW    968 mW   1875 mW   2031 mW   1778 mW    286 mW      7 mW      5 mW      0 mW
  21:48:25  30525 mW   1687 mW      0 mW    944 mW   1816 mW   1977 mW   1701 mW    251 mW      7 mW      7 mW      0 mW
  21:48:26  30754 mW   1799 mW      0 mW   1092 mW   2056 mW   2189 mW   1840 mW    367 mW      7 mW      7 mW      0 mW
  21:48:26  27185 mW   1703 mW      0 mW    937 mW   1832 mW   1982 mW   1724 mW    201 mW      7 mW      7 mW      0 mW
  21:48:27  26836 mW   1777 mW      0 mW   1045 mW   1972 mW   2069 mW   1724 mW    350 mW      7 mW      7 mW      0 mW
  21:48:27  26098 mW   1702 mW      0 mW    908 mW   1822 mW   1864 mW   1702 mW    211 mW      7 mW      7 mW      0 mW
  21:48:28  25288 mW   1768 mW      0 mW   1021 mW   1897 mW   1963 mW   1675 mW    346 mW      7 mW      7 mW      0 mW
  21:48:28  24929 mW   1790 mW      0 mW    929 mW   1797 mW   1850 mW   1664 mW    274 mW      7 mW      7 mW      0 mW
  21:48:28  26445 mW   1748 mW      0 mW   1028 mW   1938 mW   2012 mW   1750 mW    317 mW      7 mW      7 mW      0 mW
  21:48:29  21351 mW   1743 mW      0 mW    946 mW   1769 mW   1828 mW   1540 mW    331 mW      6 mW      6 mW      0 mW
  21:48:29    291 mW   1580 mW      0 mW    579 mW   1152 mW    896 mW     28 mW    199 mW      6 mW      6 mW      0 mW
  21:48:30    229 mW   1616 mW      0 mW    581 mW    975 mW    716 mW     26 mW    295 mW      9 mW      4 mW      0 mW
  21:48:30  40721 mW   1766 mW      0 mW   1003 mW   1871 mW   2001 mW   1656 mW    249 mW      7 mW      7 mW      0 mW
  21:48:31  41716 mW   1838 mW      0 mW   1038 mW   1959 mW   2094 mW   1831 mW    351 mW      7 mW      7 mW      0 mW
  21:48:31  38091 mW   1859 mW      0 mW    958 mW   1828 mW   2045 mW   1781 mW    210 mW      7 mW      5 mW      0 mW
  21:48:31  34708 mW   1820 mW      0 mW   1048 mW   1936 mW   2068 mW   1761 mW    367 mW      7 mW      7 mW      0 mW
  21:48:32  32270 mW   2025 mW      0 mW   1003 mW   1903 mW   2051 mW   1773 mW    311 mW      7 mW      7 mW      0 mW
  21:48:32  30541 mW   1752 mW      0 mW    994 mW   1870 mW   2061 mW   1731 mW    290 mW      7 mW      7 mW      0 mW
  21:48:33  28918 mW   1774 mW      0 mW   1079 mW   2017 mW   2133 mW   1732 mW    384 mW      7 mW      7 mW      0 mW
